source_score,target_score,slope,effect_max_minus_min
dw,dw,2.405151168018579,95.5474860817194
dw,cfs,1.3106084500288808,50.271565742270255
dw,bt,1.4457636547024018,56.545038741169265
cfs,dw,1.0672334227297686,43.23654377690982
cfs,cfs,20.16733193717459,807.4236578187523
cfs,bt,3.870892903946632,155.98309766861496
bt,dw,1.1051643490327987,43.89855900452239
bt,cfs,2.5537850465375582,101.24267361808214
bt,bt,8.2194318305105,327.9865215390921
