alpha,mean_headwise_spearman,median_headwise_spearman,max_headwise_spearman
100.0,0.36006498644279067,0.42605082150298307,0.7874769218358474
1.0,0.31494709674149035,0.3592944629907354,0.7260380083874355
0.1,0.30447768287970023,0.34572129133545776,0.7207788047810351
0.01,0.30305994133961195,0.3406688449029526,0.7216116576223587
0.0,0.3028850577133211,0.3397078608552715,0.7216116576223587
0.001,0.3028829305350905,0.3397078608552715,0.7216116576223587
1000.0,0.26735425371487925,0.26839119622584623,0.7775292809059122
