layer,head,spearman_cv
16,31,0.466633677482605
30,19,0.46640750765800476
30,7,0.4656215012073517
13,2,0.46469417214393616
12,25,0.4634953737258911
11,3,0.4628959894180298
13,20,0.46260762214660645
18,10,0.46052107214927673
8,9,0.4600687026977539
25,15,0.4582762122154236
8,30,0.4571000337600708
20,23,0.4558277726173401
19,23,0.4550757110118866
29,23,0.45348677039146423
21,24,0.4534584879875183
14,21,0.4527064263820648
20,4,0.45210137963294983
25,3,0.4517168700695038
31,5,0.4502297043800354
25,4,0.4501675069332123
13,14,0.44986218214035034
11,4,0.44940415024757385
15,23,0.4484315514564514
22,14,0.44796222448349
26,31,0.4475155174732208
23,10,0.4454346299171448
15,6,0.4454006850719452
20,6,0.4449709355831146
13,17,0.4446316659450531
11,1,0.44397008419036865
28,17,0.4417930841445923
15,13,0.44046422839164734
31,14,0.4398026466369629
13,16,0.4394407570362091
32,18,0.4390788674354553
27,13,0.43432900309562683
26,28,0.4325873851776123
9,13,0.4318692684173584
28,16,0.43137165904045105
16,21,0.4299636781215668
6,27,0.4291776716709137
25,32,0.42905327677726746
18,32,0.4271194040775299
15,30,0.42650306224823
16,15,0.4260733127593994
29,19,0.4259771704673767
13,13,0.42588672041893005
14,10,0.4247840642929077
6,31,0.42298591136932373
9,19,0.42260703444480896
12,11,0.4205318093299866
28,4,0.41940656304359436
10,12,0.41899943351745605
26,18,0.4180833697319031
14,24,0.4154709577560425
13,22,0.4139498770236969
15,16,0.41315823793411255
24,26,0.41118478775024414
29,18,0.41039878129959106
17,17,0.4100934565067291
29,2,0.40982767939567566
14,31,0.40978243947029114
17,27,0.40542274713516235
19,8,0.404337078332901
27,6,0.4041900634765625
16,27,0.4031665623188019
27,20,0.40287819504737854
14,5,0.40102913975715637
30,22,0.40005654096603394
25,19,0.3992309868335724
27,9,0.3987107574939728
23,9,0.39594566822052
24,31,0.3948882520198822
18,21,0.3937912583351135
14,23,0.3936103284358978
11,12,0.3920044004917145
18,13,0.38836851716041565
19,17,0.3858295977115631
8,22,0.384970098733902
13,1,0.38399186730384827
19,27,0.38184311985969543
28,28,0.3796491324901581
19,2,0.37812238931655884
31,2,0.37696319818496704
32,6,0.37429988384246826
12,3,0.37328770756721497
28,6,0.36765575408935547
13,18,0.36632126569747925
21,18,0.36567097902297974
18,22,0.3653317093849182
10,10,0.3642742931842804
11,14,0.36362403631210327
20,5,0.3623800277709961
23,19,0.3597167134284973
9,23,0.3585631549358368
26,20,0.35781675577163696
29,3,0.3576471209526062
20,7,0.3572852313518524
22,26,0.3566010296344757
12,8,0.3559677004814148
15,18,0.35263150930404663
27,18,0.3506411015987396
12,27,0.3498946726322174
10,11,0.3490351736545563
10,29,0.3476441502571106
26,30,0.34747451543807983
15,14,0.3469712734222412
25,30,0.3469429910182953
9,27,0.34589123725891113
25,10,0.34206873178482056
9,1,0.3418481945991516
21,17,0.3389756679534912
9,20,0.33829712867736816
25,16,0.3377825617790222
29,25,0.33557724952697754
9,5,0.33469516038894653
16,25,0.33462730050086975
13,32,0.33451420068740845
27,14,0.3342088460922241
13,8,0.3322014808654785
27,12,0.33216190338134766
7,22,0.331743448972702
11,8,0.32999616861343384
6,26,0.32858818769454956
14,32,0.3281923830509186
18,9,0.32765519618988037
9,3,0.3268691897392273
30,8,0.3253820240497589
27,17,0.3199027478694916
7,6,0.31985750794410706
8,27,0.3196709156036377
19,29,0.3194277584552765
7,9,0.31790101528167725
27,4,0.31712067127227783
7,2,0.3158992826938629
13,5,0.31520941853523254
23,15,0.31333211064338684
8,4,0.31152263283729553
18,20,0.3100128769874573
12,14,0.3095548450946808
10,8,0.30893850326538086
14,6,0.30827125906944275
10,31,0.3078697621822357
32,20,0.30691981315612793
25,7,0.30616775155067444
22,25,0.3053082525730133
9,12,0.3045109510421753
30,10,0.3030746877193451
8,6,0.30245834589004517
32,29,0.302407443523407
32,16,0.3013104498386383
26,14,0.2985679805278778
11,5,0.2979855537414551
14,7,0.29746532440185547
31,28,0.2960233986377716
25,14,0.2955823540687561
25,11,0.29298123717308044
6,10,0.2909851670265198
29,1,0.2879599630832672
21,9,0.28624096512794495
12,23,0.2854606509208679
8,26,0.2834871709346771
21,10,0.2820735275745392
7,4,0.2811065912246704
17,19,0.2806825041770935
11,16,0.27936500310897827
20,20,0.2791614234447479
11,15,0.27915576100349426
30,11,0.27823972702026367
29,4,0.2777308225631714
19,1,0.27398747205734253
22,19,0.2694694697856903
11,7,0.26922065019607544
32,7,0.2661106288433075
6,32,0.26596927642822266
8,3,0.2640184462070465
