alpha,mean_headwise_spearman,median_headwise_spearman,max_headwise_spearman
100.0,0.38113661561734224,0.4443008807893133,0.8200115920688762
1.0,0.3473614107202146,0.3991150568361051,0.7760980507322958
0.1,0.338230010871807,0.38463648065888206,0.7669602342502054
0.01,0.33684676798218227,0.3852726219671959,0.7667962511573955
0.001,0.33665060232387894,0.38493334660276185,0.7667962511573955
0.0,0.33655399940679875,0.38515953017905125,0.7665474492234773
1000.0,0.28620180793430733,0.2866170005791815,0.8252533964493823
